French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
une amertume,горечь,Avec <b>amertume</b>.,С <b>горечью</b>.,😔,f
une légion,легион,La Légion <b>étrangère</b>.,Иностранный <b>легион</b>.,🪖,f
un contenu,содержимое,Le <b>contenu</b> du paquet.,<b>Содержимое</b> пакета.,📦,m
un continent,континент,Le <b>continent</b> africain.,Африканский <b>континент</b>.,🌍,m
une évolution,эволюция,L'<b>évolution</b> des espèces.,<b>Эволюция</b> видов.,🦎,f
tacher,пачкать,Ne <b>tache</b> pas ta chemise.,Не <b>испачкай</b> рубашку.,👕,v
un ras,уровень; вровень,Au <b>ras</b> du sol.,<b>Вровень</b> с землёй.,📏,m
une corvée,повинность; нудная работа,Quelle <b>corvée</b> !,Какая <b>морока</b>!,😩,f
un feuillage,листва,Le <b>feuillage</b> des arbres.,<b>Листва</b> деревьев.,🌿,m
une casse,слом; разбитое,Il y a de la <b>casse</b>.,Есть <b>поломки</b>.,💔,f
un écolier,школьник,Un jeune <b>écolier</b>.,Юный <b>школьник</b>.,📚,m
proclamer,провозглашать,<b>Proclamer</b> la victoire.,<b>Провозгласить</b> победу.,📢,v
un commencement,начало,Le <b>commencement</b> du monde.,<b>Начало</b> мира.,🌅,m
un couvercle,крышка,Mets le <b>couvercle</b>.,Надень <b>крышку</b>.,🍲,m
dévoiler,раскрывать,<b>Dévoiler</b> un secret.,<b>Раскрыть</b> секрет.,🤫,v
un crapaud,жаба,Un <b>crapaud</b> dans le jardin.,<b>Жаба</b> в саду.,🐸,m
indépendant,независимый,Un travailleur <b>indépendant</b>.,<b>Независимый</b> работник.,💼,adj
passionner,увлекать,Ce sujet me <b>passionne</b>.,Эта тема меня <b>увлекает</b>.,❤️,v
un étang,пруд,Un <b>étang</b> de poissons.,<b>Пруд</b> с рыбами.,🐟,m
baser,основывать,<b>Basé</b> sur une histoire vraie.,<b>Основано</b> на реальных событиях.,📖,v
résigner,смиряться,Il s'est <b>résigné</b>.,Он <b>смирился</b>.,😔,v
une griffe,коготь,Les <b>griffes</b> du chat.,<b>Когти</b> кота.,🐱,f
extraire,извлекать,<b>Extraire</b> une dent.,<b>Удалить</b> зуб.,🦷,v
un confort,комфорт,Le <b>confort</b> de la maison.,<b>Комфорт</b> дома.,🏠,m
une salive,слюна,La <b>salive</b> aide à digérer.,<b>Слюна</b> помогает пищеварению.,💧,f
gifler,давать пощёчину,Elle l'a <b>giflé</b>.,Она дала ему <b>пощёчину</b>.,✋,v
une croûte,корка,La <b>croûte</b> du pain.,<b>Корка</b> хлеба.,🍞,f
anniversaire,юбилейный,Une édition <b>anniversaire</b>.,<b>Юбилейное</b> издание.,🎂,adj
un rite,обряд,Un <b>rite</b> religieux.,Религиозный <b>обряд</b>.,🙏,m
éclaircir,прояснять,<b>Éclaircis</b> la situation.,<b>Проясни</b> ситуацию.,💡,v
"répugnant, répugnante",отвратительный,Un comportement <b>répugnant</b>.,<b>Отвратительное</b> поведение.,🤢,adj
un record,рекорд,Battre un <b>record</b>.,Побить <b>рекорд</b>.,🏆,m
implorer,умолять,<b>Implorer</b> le pardon.,<b>Умолять</b> о прощении.,🙏,v
une fosse,яма,Une <b>fosse</b> commune.,Общая <b>могила</b>.,🕳️,f
une pharmacie,аптека,Acheter à la <b>pharmacie</b>.,Купить в <b>аптеке</b>.,💊,f
"strict, stricte",строгий,Des règles <b>strictes</b>.,<b>Строгие</b> правила.,📋,adj
un pois,горох,Des petits <b>pois</b>.,Зелёный <b>горошек</b>.,🫛,m
un foulard,платок,Un <b>foulard</b> de soie.,Шёлковый <b>платок</b>.,🧣,m
"financier, financière",финансовый,Une crise <b>financière</b>.,<b>Финансовый</b> кризис.,💰,adj
accéder,получать доступ,<b>Accéder</b> au site.,<b>Получить доступ</b> к сайту.,🔓,v
une antenne,антенна,L'<b>antenne</b> de télévision.,Телевизионная <b>антенна</b>.,📡,f
"aîné, aînée",старший,Mon frère <b>aîné</b>.,Мой <b>старший</b> брат.,👨,adj
une simplicité,простота,La <b>simplicité</b> est la clé.,<b>Простота</b> — это ключ.,✨,f
une flûte,флейта,Jouer de la <b>flûte</b>.,Играть на <b>флейте</b>.,🎵,f
encaisser,выдерживать; инкассировать,Il sait <b>encaisser</b> les coups.,Он умеет <b>выдерживать</b> удары.,🥊,v
un dessein,замысел,Avec le <b>dessein</b> de réussir.,С <b>намерением</b> преуспеть.,🎯,m
un missile,ракета,Un <b>missile</b> nucléaire.,Ядерная <b>ракета</b>.,🚀,m
un registre,реестр,Le <b>registre</b> des naissances.,<b>Реестр</b> рождений.,📋,m
"gênant, gênante",неловкий,Une situation <b>gênante</b>.,<b>Неловкая</b> ситуация.,😳,adj
épouvantable,ужасающий,Un temps <b>épouvantable</b>.,<b>Ужасная</b> погода.,🌧️,adj
paralyser,парализовать,La peur le <b>paralyse</b>.,Страх его <b>парализует</b>.,😨,v
résumer,резюмировать,<b>Résume</b> l'histoire.,<b>Резюмируй</b> историю.,📝,v
féroce,свирепый,Un animal <b>féroce</b>.,<b>Свирепое</b> животное.,🦁,adj
ruer,брыкаться,Le cheval se <b>rue</b>.,Лошадь <b>брыкается</b>.,🐴,v
faciliter,облегчать,<b>Faciliter</b> le travail.,<b>Облегчить</b> работу.,👍,v
incompréhensible,непонятный,C'est <b>incompréhensible</b>.,Это <b>непонятно</b>.,🤷,adj
diffuser,распространять,<b>Diffuser</b> une émission.,<b>Транслировать</b> передачу.,📺,v
go,старт; поехали,C'est <b>go</b> !,<b>Поехали</b>!,🚦,m
un jeton,жетон,Un <b>jeton</b> de casino.,Казино <b>жетон</b>.,🎰,m
un business,бизнес,Faire du <b>business</b>.,Делать <b>бизнес</b>.,💼,m
une farine,мука,De la <b>farine</b> de blé.,Пшеничная <b>мука</b>.,🌾,f
"bruyant, bruyante",шумный,Une rue <b>bruyante</b>.,<b>Шумная</b> улица.,📢,adj
redonner,возвращать,<b>Redonne</b>-moi mon livre.,<b>Верни</b> мне мою книгу.,📚,v
un fermier,фермер,Le <b>fermier</b> cultive ses terres.,<b>Фермер</b> обрабатывает землю.,🧑‍🌾,m
embaucher,нанимать,<b>Embaucher</b> un employé.,<b>Нанять</b> сотрудника.,💼,v
souiller,осквернять,<b>Souiller</b> une réputation.,<b>Запятнать</b> репутацию.,😔,v
un manuscrit,рукопись,Un vieux <b>manuscrit</b>.,Старая <b>рукопись</b>.,📜,m
"éclatant, éclatante",яркий,Une couleur <b>éclatante</b>.,<b>Яркий</b> цвет.,✨,adj
éblouir,ослеплять,Le soleil m'<b>éblouit</b>.,Солнце меня <b>ослепляет</b>.,☀️,v
un square,сквер,Un <b>square</b> avec des bancs.,<b>Сквер</b> со скамейками.,🌳,m
une agression,агрессия,Victime d'une <b>agression</b>.,Жертва <b>нападения</b>.,😨,f
un tournant,поворот,Un <b>tournant</b> décisif.,<b>Решающий</b> поворот.,🔄,m
activer,активировать,<b>Active</b> le système.,<b>Активируй</b> систему.,⚡,v
"traditionnel, traditionnelle",традиционный,Une fête <b>traditionnelle</b>.,<b>Традиционный</b> праздник.,🎉,adj
"sauf, sauve",невредимый,Il est sain et <b>sauf</b>.,Он цел и <b>невредим</b>.,✅,adj
"constant, constante",постоянный,Un effort <b>constant</b>.,<b>Постоянное</b> усилие.,💪,adj
"tremblant, tremblante",дрожащий,Une voix <b>tremblante</b>.,<b>Дрожащий</b> голос.,😨,adj
abaisser,опускать,<b>Abaisse</b> le levier.,<b>Опусти</b> рычаг.,⬇️,v
un oxygène,кислород,Manquer d'<b>oxygène</b>.,Нехватка <b>кислорода</b>.,💨,m
considérable,значительный,Une somme <b>considérable</b>.,<b>Значительная</b> сумма.,💰,adj
un péril,опасность,En <b>péril</b> de mort.,В смертельной <b>опасности</b>.,⚠️,m
un rivage,берег,Le <b>rivage</b> de la mer.,Морской <b>берег</b>.,🏖️,m
un clin,мигание,En un <b>clin</b> d'œil.,В <b>мгновение</b> ока.,👁️,m
une signification,значение,La <b>signification</b> du mot.,<b>Значение</b> слова.,📖,f
"satisfait, satisfaite",удовлетворённый,Je suis <b>satisfait</b>.,Я <b>удовлетворён</b>.,😊,adj
une rangée,ряд,Une <b>rangée</b> de chaises.,<b>Ряд</b> стульев.,🪑,f
attendrir,умилять,Ça m'<b>attendrit</b>.,Это меня <b>умиляет</b>.,🥹,v
liquider,ликвидировать,<b>Liquider</b> l'entreprise.,<b>Ликвидировать</b> компанию.,💼,v
économiser,экономить,<b>Économise</b> ton argent.,<b>Экономь</b> деньги.,💰,v
définir,определять,<b>Définis</b> ce mot.,<b>Определи</b> это слово.,📖,v
exploiter,эксплуатировать,<b>Exploiter</b> les ressources.,<b>Эксплуатировать</b> ресурсы.,⛏️,v
forger,ковать,<b>Forger</b> une épée.,<b>Выковать</b> меч.,🔨,v
prescrire,прописывать,<b>Prescrire</b> un médicament.,<b>Выписать</b> лекарство.,💊,v
une conquête,завоевание,La <b>conquête</b> de l'espace.,<b>Завоевание</b> космоса.,🚀,f
un bouchon,пробка,Le <b>bouchon</b> de liège.,Пробка из <b>пробки</b>.,🍾,m
une thèse,диссертация,Soutenir une <b>thèse</b>.,Защитить <b>диссертацию</b>.,🎓,f
questionner,допрашивать,<b>Questionner</b> le suspect.,<b>Допрашивать</b> подозреваемого.,🔍,v
une menotte,наручник,Mettre les <b>menottes</b>.,Надеть <b>наручники</b>.,⛓️,f
inspecter,инспектировать,<b>Inspecter</b> les lieux.,<b>Осмотреть</b> место.,🔍,v
un béton,бетон,Un mur en <b>béton</b>.,Стена из <b>бетона</b>.,🧱,m
un enregistrement,запись,L'<b>enregistrement</b> audio.,Аудио<b>запись</b>.,🎙️,m
aveugler,ослеплять,La lumière m'<b>aveugle</b>.,Свет меня <b>ослепляет</b>.,☀️,v
un pars,отъезд (устар.),Au moment du <b>pars</b>.,В момент <b>отъезда</b>.,🚶,m
"matériel, matérielle",материальный,Un bien <b>matériel</b>.,<b>Материальное</b> благо.,💎,adj
une éponge,губка,Nettoie avec une <b>éponge</b>.,Вытри <b>губкой</b>.,🧽,f
polir,полировать,<b>Polir</b> le métal.,<b>Отполировать</b> металл.,✨,v
authentique,подлинный,Un document <b>authentique</b>.,<b>Подлинный</b> документ.,📜,adj
inonder,затоплять,La rivière a <b>inondé</b> la ville.,Река <b>затопила</b> город.,🌊,v
un arc,дуга; лук,Un <b>arc</b>-en-ciel.,<b>Радуга</b>.,🌈,m
convenable,подходящий,Une solution <b>convenable</b>.,<b>Подходящее</b> решение.,👍,adj
un mineur,несовершеннолетний; шахтёр,C'est un <b>mineur</b>.,Он <b>несовершеннолетний</b>.,👦,m
une intuition,интуиция,Suivre son <b>intuition</b>.,Следовать <b>интуиции</b>.,🧠,f
une estime,уважение,J'ai de l'<b>estime</b> pour lui.,Я его <b>уважаю</b>.,🙏,f
une exigence,требование,Les <b>exigences</b> du poste.,<b>Требования</b> должности.,📋,f
flipper,паниковать (разг.),Ne <b>flippe</b> pas !,Не <b>паникуй</b>!,😱,v
un détenu,заключённый,Les <b>détenus</b> de la prison.,<b>Заключённые</b> тюрьмы.,🔒,m
rabattre,опускать; загонять,<b>Rabats</b> le capot.,<b>Опусти</b> капот.,🚗,v
une baguette,палочка; багет,Une <b>baguette</b> de pain.,<b>Багет</b>.,🥖,f
nucléaire,ядерный,L'énergie <b>nucléaire</b>.,<b>Ядерная</b> энергия.,☢️,adj
un éditeur,издатель,L'<b>éditeur</b> du livre.,<b>Издатель</b> книги.,📚,m
une humiliation,унижение,Subir une <b>humiliation</b>.,Испытать <b>унижение</b>.,😔,f
une automobile,автомобиль,Une <b>automobile</b> ancienne.,Старинный <b>автомобиль</b>.,🚗,f
bouillir,кипеть,L'eau <b>bout</b>.,Вода <b>кипит</b>.,♨️,v
un recours,прибежище; апелляция,Sans <b>recours</b>.,Без <b>апелляции</b>.,⚖️,m
artistique,художественный,Une œuvre <b>artistique</b>.,<b>Художественное</b> произведение.,🎨,adj
un latin,латынь,Apprendre le <b>latin</b>.,Изучать <b>латынь</b>.,📜,m
"un vainqueur, une vainqueure",победитель,Le <b>vainqueur</b> du match.,<b>Победитель</b> матча.,🏆,m/f
un cocktail,коктейль,Un <b>cocktail</b> tropical.,Тропический <b>коктейль</b>.,🍹,m
"ouvrier, ouvrière",рабочий,La classe <b>ouvrière</b>.,<b>Рабочий</b> класс.,👷,adj
un producteur,продюсер,Le <b>producteur</b> du film.,<b>Продюсер</b> фильма.,🎬,m
provisoire,временный,Une solution <b>provisoire</b>.,<b>Временное</b> решение.,⏳,adj
un are,ар (100 м²),Un terrain de cent <b>ares</b>.,Участок в сто <b>аров</b>.,📐,m
"intellectuel, intellectuelle",интеллектуальный,Un travail <b>intellectuel</b>.,<b>Интеллектуальная</b> работа.,🧠,adj
un poignard,кинжал,Un coup de <b>poignard</b>.,Удар <b>кинжалом</b>.,🗡️,m
bombarder,бомбить,<b>Bombarder</b> la ville.,<b>Бомбить</b> город.,💣,v
un caoutchouc,резина,Des gants en <b>caoutchouc</b>.,<b>Резиновые</b> перчатки.,🧤,m
un circuit,цепь; круг,Un <b>circuit</b> électrique.,Электрическая <b>цепь</b>.,⚡,m
dicter,диктовать,<b>Dicte</b> la lettre.,<b>Продиктуй</b> письмо.,📝,v
harceler,преследовать,<b>Harceler</b> quelqu'un.,<b>Преследовать</b> кого-то.,😠,v
un intéressant,интересное,L'<b>intéressant</b> de l'affaire.,<b>Интересное</b> в этом деле.,🤔,m
une mélancolie,меланхолия,Une douce <b>mélancolie</b>.,Сладкая <b>меланхолия</b>.,😔,f
une bénédiction,благословение,Donner sa <b>bénédiction</b>.,Дать <b>благословение</b>.,🙏,f
"singulier, singulière",необычный,Un cas <b>singulier</b>.,<b>Необычный</b> случай.,🤔,adj
contraire,противоположный,L'effet <b>contraire</b>.,<b>Противоположный</b> эффект.,↔️,adj
un bénéfice,выгода; прибыль,Un <b>bénéfice</b> important.,Важная <b>выгода</b>.,💰,m
une destinée,судьба,Maître de sa <b>destinée</b>.,Хозяин своей <b>судьбы</b>.,⭐,f
pathétique,жалкий,C'est <b>pathétique</b>.,Это <b>жалко</b>.,😞,adj
un sifflet,свисток,Un coup de <b>sifflet</b>.,<b>Свисток</b>.,📣,m
une prairie,луг,Une vaste <b>prairie</b>.,Обширный <b>луг</b>.,🌾,f
une spécialité,специальность,Ma <b>spécialité</b> culinaire.,Моя кулинарная <b>специальность</b>.,👨‍🍳,f
un coucou,кукушка; привет,<b>Coucou</b> !,<b>Привет</b>!,👋,m
feuilleter,листать,<b>Feuilleter</b> un magazine.,<b>Листать</b> журнал.,📖,v
un pinceau,кисть,Un <b>pinceau</b> de peintre.,<b>Кисть</b> художника.,🖌️,m
une muraille,стена,La Grande <b>Muraille</b> de Chine.,Великая Китайская <b>стена</b>.,🧱,f
poignarder,закалывать кинжалом,<b>Poignarder</b> quelqu'un.,<b>Заколоть</b> кого-то.,🗡️,v
"choisi, choisie",избранный,Un public <b>choisi</b>.,<b>Избранная</b> публика.,⭐,adj
poster,отправлять; ставить,<b>Poste</b> la lettre.,<b>Отправь</b> письмо.,📮,v
manier,обращаться,<b>Manier</b> avec précaution.,<b>Обращаться</b> осторожно.,🤲,v
fiancer,обручать,Ils se sont <b>fiancés</b>.,Они <b>обручились</b>.,💍,v
un zoo,зоопарк,Aller au <b>zoo</b>.,Идти в <b>зоопарк</b>.,🦁,m
un arrangement,договорённость,Un <b>arrangement</b> à l'amiable.,<b>Мирная</b> договорённость.,🤝,m
masquer,маскировать,<b>Masquer</b> son visage.,<b>Скрыть</b> лицо.,🎭,v
un assassinat,убийство,Un <b>assassinat</b> politique.,Политическое <b>убийство</b>.,🔪,m
bercer,укачивать,<b>Bercer</b> le bébé.,<b>Укачивать</b> малыша.,👶,v
téléphonique,телефонный,Un appel <b>téléphonique</b>.,<b>Телефонный</b> звонок.,📞,adj
un cortège,кортеж,Le <b>cortège</b> nuptial.,Свадебный <b>кортеж</b>.,🚗,m
favorable,благоприятный,Une situation <b>favorable</b>.,<b>Благоприятная</b> ситуация.,👍,adj
un magicien,фокусник,Le <b>magicien</b> fait des tours.,<b>Фокусник</b> показывает трюки.,🎩,m
un hélicoptère,вертолёт,L'<b>hélicoptère</b> décolle.,<b>Вертолёт</b> взлетает.,🚁,m
chialer,реветь (разг.),Arrête de <b>chialer</b>.,Хватит <b>реветь</b>.,😭,v
un faubourg,пригород,Les <b>faubourgs</b> de Paris.,<b>Пригороды</b> Парижа.,🏘️,m
scolaire,школьный,L'année <b>scolaire</b>.,<b>Учебный</b> год.,🏫,adj
un cil,ресница,Battre des <b>cils</b>.,Хлопать <b>ресницами</b>.,👁️,m
un cafard,таракан; хандра,Avoir le <b>cafard</b>.,Быть в <b>хандре</b>.,🪳,m
une évasion,побег,Une <b>évasion</b> de prison.,<b>Побег</b> из тюрьмы.,🏃,f
commode,удобный,C'est très <b>commode</b>.,Это очень <b>удобно</b>.,👌,adj
une clientèle,клиентура,Fidéliser la <b>clientèle</b>.,Удержать <b>клиентуру</b>.,👥,f
un testament,завещание,Rédiger un <b>testament</b>.,Составить <b>завещание</b>.,📜,m
insinuer,намекать,Qu'<b>insinues</b>-tu ?,На что ты <b>намекаешь</b>?,🤔,v
une claque,пощёчина,Recevoir une <b>claque</b>.,Получить <b>пощёчину</b>.,👋,f
une cruauté,жестокость,Une <b>cruauté</b> inouïe.,Неслыханная <b>жестокость</b>.,😠,f
un crabe,краб,Pêcher des <b>crabes</b>.,Ловить <b>крабов</b>.,🦀,m
un règne,царствование,Le <b>règne</b> du roi.,<b>Царствование</b> короля.,👑,m
manipuler,манипулировать,<b>Manipuler</b> quelqu'un.,<b>Манипулировать</b> кем-то.,🎭,v
un bijou,украшение,Elle porte de beaux <b>bijoux</b>.,На ней красивые <b>украшения</b>.,💎,m
remporter,выигрывать,<b>Remporter</b> la victoire.,<b>Одержать</b> победу.,🏆,v
une académie,академия,L'<b>Académie</b> française.,Французская <b>академия</b>.,🎓,f
un gémissement,стон,Un <b>gémissement</b> de douleur.,<b>Стон</b> боли.,😩,m
un croissant,круассан,Un <b>croissant</b> au beurre.,<b>Круассан</b> с маслом.,🥐,m
naviguer,плавать; навигировать,<b>Naviguer</b> sur Internet.,<b>Сёрфить</b> в Интернете.,🧭,v
critique,критик,Le <b>critique</b> de cinéma.,Кино<b>критик</b>.,🎬,adj
ignoble,подлый,Un acte <b>ignoble</b>.,<b>Подлый</b> поступок.,😤,adj
refroidir,охлаждать,<b>Refroidis</b> le moteur.,<b>Охлади</b> мотор.,❄️,v
un coca,кока-кола,Je voudrais un <b>coca</b>.,Я хочу <b>колу</b>.,🥤,m
un fracas,грохот,Un <b>fracas</b> de tonnerre.,<b>Грохот</b> грома.,💥,m
capter,улавливать,<b>Capter</b> le signal.,<b>Поймать</b> сигнал.,📡,v
un rempart,крепостная стена,Les <b>remparts</b> de la ville.,<b>Крепостные стены</b> города.,🏰,m
un ralenti,замедление,Au <b>ralenti</b>.,В <b>замедленном</b> темпе.,🎬,m
une fusée,ракета,Lancer une <b>fusée</b>.,Запустить <b>ракету</b>.,🚀,f
un pépé,дедуля (разг.),Mon <b>pépé</b> adoré.,Мой любимый <b>дедуля</b>.,👴,m
un cinglé,псих (разг.),C'est un <b>cinglé</b>.,Он <b>псих</b>.,🤪,m
"peint, peinte",нарисованный,Un tableau <b>peint</b> à l'huile.,"Картина, <b>написанная</b> маслом.",🎨,adj
convertir,обращать; конвертировать,<b>Convertir</b> les devises.,<b>Конвертировать</b> валюту.,💱,v
une obsession,одержимость,C'est une <b>obsession</b>.,Это <b>одержимость</b>.,🧠,f
un bronze,бронза,Une médaille de <b>bronze</b>.,<b>Бронзовая</b> медаль.,🥉,m
un tiers,треть,Un <b>tiers</b> du gâteau.,<b>Треть</b> торта.,🍰,m
une blanche,белая (нота/шар),Une <b>blanche</b> au billard.,<b>Белый шар</b> в бильярде.,🎱,f
une banane,банан,Une <b>banane</b> mûre.,Спелый <b>банан</b>.,🍌,f
une étagère,полка,Une <b>étagère</b> de livres.,Книжная <b>полка</b>.,📚,f
célibataire,холостой; незамужняя,Il est <b>célibataire</b>.,Он <b>холостяк</b>.,💁,adj
un notaire,нотариус,Signer chez le <b>notaire</b>.,Подписать у <b>нотариуса</b>.,📝,m
un souhait,пожелание,Mes meilleurs <b>souhaits</b>.,Мои лучшие <b>пожелания</b>.,🌟,m
une cire,воск,La <b>cire</b> d'abeille.,Пчелиный <b>воск</b>.,🐝,f
une traînée,шлейф; шлюха (груб.),Une <b>traînée</b> de lumière.,<b>Шлейф</b> света.,✨,f
une lenteur,медлительность,Avec <b>lenteur</b>.,С <b>медлительностью</b>.,🐢,f
dramatique,драматический,Une situation <b>dramatique</b>.,<b>Драматическая</b> ситуация.,🎭,adj
foirer,провалиться (разг.),Le plan a <b>foiré</b>.,План <b>провалился</b>.,😬,v
un gilet,жилет,Un <b>gilet</b> de sauvetage.,Спасательный <b>жилет</b>.,🦺,m
une caravane,караван; прицеп,Une <b>caravane</b> de chameaux.,<b>Караван</b> верблюдов.,🐫,f
renaître,возрождаться,<b>Renaître</b> de ses cendres.,<b>Возродиться</b> из пепла.,🔥,v
un lard,сало,Du <b>lard</b> fumé.,Копчёное <b>сало</b>.,🥓,m
freiner,тормозить,<b>Freine</b> doucement.,<b>Тормози</b> плавно.,🚗,v
renier,отрекаться,<b>Renier</b> sa foi.,<b>Отречься</b> от веры.,🙅,v
réconcilier,примирять,<b>Réconcilier</b> les ennemis.,<b>Примирить</b> врагов.,🤝,v
"croisé, croisée",скрещённый,Les bras <b>croisés</b>.,<b>Скрещённые</b> руки.,🙅,adj
un chômage,безработица,Être au <b>chômage</b>.,Быть на <b>безработице</b>.,📉,m
un manège,карусель,Le <b>manège</b> tourne.,<b>Карусель</b> крутится.,🎠,m
une pureté,чистота,La <b>pureté</b> de l'eau.,<b>Чистота</b> воды.,💧,f
un pou,вошь,Avoir des <b>poux</b>.,Иметь <b>вшей</b>.,🐛,m
une perruque,парик,Porter une <b>perruque</b>.,Носить <b>парик</b>.,💇,f
"instant, instante",настоятельный,Une demande <b>instante</b>.,<b>Настоятельная</b> просьба.,⚡,adj
une grenouille,лягушка,Une <b>grenouille</b> verte.,Зелёная <b>лягушка</b>.,🐸,f
une torche,факел,Allumer une <b>torche</b>.,Зажечь <b>факел</b>.,🔦,f
un pacte,пакт,Signer un <b>pacte</b>.,Подписать <b>пакт</b>.,📜,m
valable,действительный,Un billet <b>valable</b>.,<b>Действительный</b> билет.,✅,adj
caler,заглохнуть; подпереть,Le moteur a <b>calé</b>.,Мотор <b>заглох</b>.,🚗,v
une dépression,депрессия,Souffrir de <b>dépression</b>.,Страдать от <b>депрессии</b>.,😔,f
un billard,бильярд,Jouer au <b>billard</b>.,Играть в <b>бильярд</b>.,🎱,m
une décoration,украшение,La <b>décoration</b> de Noël.,Новогодние <b>украшения</b>.,🎄,f
commenter,комментировать,<b>Commenter</b> les résultats.,<b>Комментировать</b> результаты.,💬,v
un supermarché,супермаркет,Faire ses courses au <b>supermarché</b>.,Покупать в <b>супермаркете</b>.,🛒,m
un boucher,мясник,Le <b>boucher</b> du quartier.,<b>Мясник</b> района.,🥩,m
un plâtre,гипс,Avoir un <b>plâtre</b>.,Ходить в <b>гипсе</b>.,🏥,m
un avertissement,предупреждение,Un <b>avertissement</b> sérieux.,Серьёзное <b>предупреждение</b>.,⚠️,m
un ridicule,смехотворность,Le <b>ridicule</b> ne tue pas.,<b>Смешное</b> не убивает.,😂,m
courber,сгибать,<b>Courber</b> le dos.,<b>Согнуть</b> спину.,🙇,v
un coma,кома,Tomber dans le <b>coma</b>.,Впасть в <b>кому</b>.,🏥,m
faufiler,пробираться,Se <b>faufiler</b> dans la foule.,<b>Пробираться</b> сквозь толпу.,🚶,v
un reportage,репортаж,Un <b>reportage</b> télévisé.,Телевизионный <b>репортаж</b>.,📺,m
kidnapper,похищать,<b>Kidnapper</b> un enfant.,<b>Похитить</b> ребёнка.,👤,v
un condamné,осуждённый,Un <b>condamné</b> à mort.,<b>Приговорённый</b> к смерти.,⛓️,m
un décès,кончина,Annoncer un <b>décès</b>.,Объявить о <b>кончине</b>.,🕯️,m
piloter,пилотировать,<b>Piloter</b> un avion.,<b>Пилотировать</b> самолёт.,✈️,v
embarrasser,смущать,Ça m'<b>embarrasse</b>.,Это меня <b>смущает</b>.,😳,v
un berceau,колыбель,Le <b>berceau</b> du bébé.,<b>Колыбель</b> малыша.,🛏️,m
infliger,наносить,<b>Infliger</b> une défaite.,<b>Нанести</b> поражение.,💢,v
"têtu, têtue",упрямый,Il est <b>têtu</b>.,Он <b>упрямый</b>.,🐴,adj
"donné, donnée",данный; заданный,À un moment <b>donné</b>.,В <b>данный</b> момент.,📌,adj
une fusillade,перестрелка,Une <b>fusillade</b> éclate.,Началась <b>перестрелка</b>.,🔫,f
peiner,огорчать; трудиться,Ça me <b>peine</b>.,Это меня <b>огорчает</b>.,😢,v
"gêné, gênée",смущённый,Je suis <b>gêné</b>.,Мне <b>неловко</b>.,😊,adj
un chevet,изголовье,Un livre de <b>chevet</b>.,Настольная книга.,📖,m
rafraîchir,освежать,<b>Rafraîchis</b>-toi.,<b>Освежись</b>.,❄️,v
un gentleman,джентльмен,Un vrai <b>gentleman</b>.,Настоящий <b>джентльмен</b>.,🎩,m
"loyal, loyale",верный,Un ami <b>loyal</b>.,<b>Верный</b> друг.,🤝,adj
une convention,конвенция,Une <b>convention</b> internationale.,Международная <b>конвенция</b>.,📋,f
un calendrier,календарь,Regarder le <b>calendrier</b>.,Смотреть <b>календарь</b>.,📅,m
grincer,скрипеть,La porte <b>grince</b>.,Дверь <b>скрипит</b>.,🚪,v
une nuance,оттенок,Une <b>nuance</b> de bleu.,<b>Оттенок</b> синего.,🎨,f
"couché, couchée",лежащий,Le soleil <b>couché</b>.,<b>Закат</b> солнца.,🌅,adj
un exemplaire,экземпляр,Un <b>exemplaire</b> rare.,Редкий <b>экземпляр</b>.,📕,m
indigne,недостойный,Un comportement <b>indigne</b>.,<b>Недостойное</b> поведение.,😤,adj
une récolte,урожай,La <b>récolte</b> du blé.,<b>Урожай</b> пшеницы.,🌾,f
"payé, payée",оплаченный,C'est <b>payé</b>.,<b>Оплачено</b>.,💵,adj
"poli, polie",вежливый,Sois <b>poli</b>.,Будь <b>вежливым</b>.,🙂,adj
"animal, animale",животный,L'instinct <b>animal</b>.,<b>Животный</b> инстинкт.,🐾,adj
un orteil,палец ноги,Se cogner l'<b>orteil</b>.,Ушибить <b>палец</b> ноги.,🦶,m
"capital, capitale",главный,Une erreur <b>capitale</b>.,<b>Главная</b> ошибка.,❗,adj
un compartiment,купе,Le <b>compartiment</b> du train.,<b>Купе</b> поезда.,🚂,m
une consigne,инструкция,Suivre les <b>consignes</b>.,Следовать <b>инструкциям</b>.,📋,f
frissonner,дрожать,<b>Frissonner</b> de froid.,<b>Дрожать</b> от холода.,🥶,v
un toubib,врач (разг.),Appelle le <b>toubib</b>.,Позвони <b>врачу</b>.,👨‍⚕️,m
une démonstration,демонстрация,Une <b>démonstration</b> de force.,<b>Демонстрация</b> силы.,💪,f
élancer,устремляться,S'<b>élancer</b> en avant.,<b>Устремиться</b> вперёд.,🏃,v
"apparent, apparente",видимый,Sans raison <b>apparente</b>.,Без <b>видимой</b> причины.,👀,adj
un raisin,виноград,Une grappe de <b>raisins</b>.,Гроздь <b>винограда</b>.,🍇,m
patienter,терпеливо ждать,Veuillez <b>patienter</b>.,"Пожалуйста, <b>подождите</b>.",⏳,v
droguer,накачивать наркотиками,On l'a <b>drogué</b>.,Его <b>накачали</b> наркотиками.,💊,v
indigner,возмущать,Ça m'<b>indigne</b>.,Это меня <b>возмущает</b>.,😠,v
